ml_name,side_effects,db_name
Quizartinib,"['diarrhea', 'nausea', 'vomiting', 'abdominal pain', 'upset stomach', 'sores inside the mouth', 'sores around the mouth', 'ulcers inside the mouth', 'ulcers around the mouth', 'headache', 'decreased appetite', 'nose bleeds', 'difficulty sleeping', 'irritated eyes', 'itchy eyes', 'cough', 'fever', 'fast breathing', 'difficulty breathing', 'confusion', 'disorientation', 'fatigue']",Quizartinib
Ponatinib,"['rash', 'dry skin', 'diarrhea', 'constipation', 'hair loss', 'white patches on the lips', 'white patches in the mouth', 'white patches in the throat', 'sores on the lips', 'sores in the mouth', 'sores in the throat', 'loss of appetite', 'weight loss', 'cough', 'difficulty falling asleep', 'difficulty staying asleep', 'back pain', 'bone pain', 'joint pain', 'limb pain', 'muscle pain', 'unusual bruising', 'unusual bleeding', 'bloody stools', 'black stools', 'tarry stools', 'blood in the urine', 'bloody vomit', 'vomit that looks like coffee grounds', 'unusual vaginal bleeding', 'heavier than usual menstrual bleeding', 'frequent nose bleeds', 'coughing up blood', 'dry eyes', 'red eyes', 'painful eyes', 'irritated eyes', 'bleeding in the eye', 'sensitivity to light', 'blurred vision', 'floaters', 'double vision', 'vision changes', 'wounds that do not heal', 'fever', 'sore throat', 'chills', 'signs of infection', 'changes in taste', 'muscle weakness', 'drooping eyelids', 'drooping part of face', 'tingling in hands', 'tingling in feet', 'burning in hands', 'burning in feet', 'pain in hands', 'pain in feet', 'loss of feeling in hands', 'loss of feeling in feet', 'headache', 'seizures', 'confusion', 'problems thinking', 'decreased urination', 'unusual tiredness', 'unusual weakness', 'nausea', 'vomiting', 'shortness of breath', 'muscle cramps', 'swelling of your face', 'swelling of your hands', 'swelling of your feet', 'swelling of your ankles', 'swelling of your lower legs', 'weight gain', 'pain in the abdomen', 'swelling in the abdomen', 'tenderness in the abdomen', 'ongoing pain that begins in the stomach area but may spread to the back']",Ponatinib
Fostamatinib,"['diarrhea', 'nausea', 'dizziness', 'rash', 'abdominal pain', 'fatigue', 'severe diarrhea', 'headache', 'confusion', 'dizziness', 'chest pain', 'shortness of breath', 'pain in the upper right part of the stomach', 'yellowing of the skin', 'yellowing of the eyes', 'dark colored urine', 'nausea', 'vomiting']",Fostamatinib
Simethicone,[],Simethicone
Bosentan,"['headache', 'flushing', 'runny nose', 'sore throat', 'cold symptoms', 'joint pain', 'hives', 'rash', 'itching', 'difficulty breathing', 'difficulty swallowing', 'hoarseness', 'fever', 'swollen lymph nodes', 'tiredness', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'sudden weight gain', 'more trouble with breathing than normal', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'new or worsening shortness of breath', 'new or worsening cough with blood', 'new or worsening cough without blood', 'chest pain', 'fast heartbeat', 'pounding heartbeat', 'irregular heartbeat', 'fainting', 'dizziness', 'pale skin', 'shortness of breath', 'weakness']",Bosentan
Escitalopram,"['nausea', 'decreased sex drive in males', 'inability to get an erection', 'inability to keep an erection', 'delayed ejaculation', 'absent ejaculation', 'decreased sex drive in females', 'delayed orgasm', 'unable to have an orgasm', 'drowsiness', 'difficulty falling asleep', 'difficulty staying asleep', 'increased sweating', 'unusual excitement', 'seeing things that do not exist', 'hearing voices that do not exist', 'rash', 'itching', 'hives', 'blisters', 'fever', 'joint pain', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'irregular heartbeat', 'severe muscle stiffness', 'severe muscle twitching', 'agitation', 'hallucinations', 'loss of coordination', 'nausea', 'vomiting', 'diarrhea', 'abnormal bleeding', 'abnormal bruising', 'headache', 'unsteadiness', 'problems with thinking', 'problems with concentration', 'problems with memory', 'seizures']",Escitalopram
Binimetinib,"['fatigue', 'nausea', 'diarrhea', 'vomiting', 'abdominal pain', 'constipation', 'dizziness', 'vision changes', 'eye pain', 'eye swelling', 'eye redness', 'fever', 'sore throat', 'chills', 'cough', 'signs of infection', 'yellow eyes', 'yellow skin', 'dark urine', 'loss of appetite', 'fatigue', 'pain in right upper stomach area', 'discomfort in right upper stomach area', 'unusual weakness', 'muscle pain', 'dark red urine', 'brown urine', 'unusual bleeding', 'unusual bruising', 'black stools', 'tarry stools', 'bloody stools', 'coughing up blood', 'shortness of breath', 'cough', 'sudden onset of difficulty breathing', 'chest pain', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'leg pain', 'leg warmth', 'leg swelling', 'fast heartbeat', 'pounding heartbeat', 'shortness of breath', 'swelling of ankles', 'swelling of feet', 'dizziness']",Binimetinib
Mirabegron,"['headache', 'dizziness', 'dry mouth', 'constipation', 'back pain', 'joint pain', 'difficulty emptying the bladder', 'weak urine stream', 'swelling of face', 'swelling of the lips ', 'swelling of tongue', 'swelling of throat', 'difficulty breathing', 'difficulty swallowing', 'hives', 'rash', 'itching', 'difficult urination', 'painful urination', 'urgent urination', 'frequent urination']",Mirabegron
Pyridostigmine,"['nausea', 'diarrhea', 'vomiting', 'drooling', 'cold sweats', 'blurred vision', 'increased urge to urinate', 'muscle cramps', 'muscle weakness', 'severe itching', 'skin rash', 'hives', 'slurred speech', 'confusion', 'seizures', 'difficulty breathing']",Pyridostigmine
Ezetimibe,"['diarrhea', 'sore throat', 'runny nose', 'sneezing', 'joint pain', 'back pain', 'arm pain', 'leg pain', 'hives', 'rash', 'itching', 'difficulty breathing', 'difficulty swallowing', 'hoarseness', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'fast heartbeat', 'dizziness', 'fainting', 'upset stomach', 'extreme tiredness', 'unusual bleeding', 'unusual bruising', 'lack of energy', 'loss of appetite', 'pain in the upper right part of the stomach', 'yellowing of the skin', 'yellowing of the eyes', 'flu-like symptoms', 'muscle pain', 'muscle weakness', 'fever', 'chills', 'light-colored bowel movements']",Ezetimibe
Rifabutin,"['nausea', 'heartburn', 'burping', 'gas', 'diarrhea', 'abdominal pain', 'altered sense of taste', 'rash', 'muscle pain', 'watery stools', 'bloody stools', 'stomach cramps', 'fever during treatment', 'fever for up to two or more months after stopping treatment', 'rash', 'hives', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'hoarseness', 'pink eye', 'flu like symptoms', 'eye redness', 'eye pain', 'blurred vision', 'vision changes', 'cough that lasts a long time', 'coughing up blood', 'chest pain', 'unexplained weight loss', 'extreme tiredness', 'fever', 'night sweats', 'chills', 'loss of appetite', 'unusual bruising', 'unusual bleeding']",Rifabutin
Nystatin,"['diarrhea', 'nausea', 'stomach bloating', 'stomach pain', 'irritation of the mouth', 'burning of the mouth', 'hives', 'rash', 'itching', 'difficulty breathing', 'difficulty swallowing']",Nystatin
Capmatinib,"['vomiting', 'nausea', 'diarrhea', 'constipation', 'muscle pain', 'bone pain', 'back pain', 'loss of appetite', 'tiredness', 'weakness', 'dizziness', 'swelling in hands', 'swelling in feet', 'swelling in ankles', 'swelling in lower legs', 'rash', 'shortness of breath', 'trouble breathing', 'cough', 'fever', 'signs of infection', 'chest pain', 'pain in right upper part of the stomach', 'swelling in your stomach area', 'unusual bruising', 'unusual bleeding', 'dark urine', 'yellowing of the skin', 'yellowing of the eyes', 'nausea', 'vomiting', 'light colored stools', 'loss of appetite', 'ongoing pain that begins in the stomach area, but may spread to the back', 'nausea', 'vomiting', 'weight loss']",Capmatinib
Nirogacestat,"['nausea', 'stomach pain', 'mouth sores', 'rash', 'hair loss', 'headache', 'runny nose', 'nasal congestion', 'sneezing', 'sore throat', 'cough', 'shortness of breath', 'tiredness', 'changes in menstrual cycle', 'hot flashes', 'night sweats', 'vaginal dryness', 'muscle pain', 'muscle weakness', 'new skin lesions', 'changing skin lesions']",Nirogacestat
Ripretinib,"['muscle pain', 'joint pain', 'hair loss', 'dry skin', 'itchy skin', 'weakness', 'nausea', 'vomiting', 'stomach pain', 'constipation', 'diarrhea', 'mouth sores', 'mouth ulcers', 'headache', 'weight loss', 'loss of appetite', 'muscle spasms', 'fatigue', 'numbness in the hands', 'numbness in the feet', 'numbness in the arms', 'numbness in the legs', 'tingling in the hands', 'tingling in the feet', 'tingling in the arms', 'tingling in the legs', 'redness on hands', 'redness on feet', 'pain on hands', 'pain on feet', 'blisters on hands', 'blisters on feet', 'bleeding on hands', 'bleeding on feet', 'swelling on hands', 'swelling on feet', 'rash', 'new wart', 'changes in skin appearance', 'skin sore that bleeds', 'skin sore that does not heal', 'red bump that bleeds', 'red bump that does not heal', 'change in size of a mole', 'change in color of a mole', 'tiredness', 'swelling of stomach', 'swelling of legs', 'swelling of ankles', 'shortness of breath', 'neck veins sticking out']",Ripretinib
Telbivudine,"['headache', 'diarrhea', 'back pain', 'joint pain', 'difficulty falling asleep', 'difficulty staying asleep', 'itching', 'rash', 'muscle aches', 'muscle pain', 'muscle weakness', 'muscle tenderness']",Telbivudine
Oseltamivir,"['nausea', 'vomiting', 'stomach pain', 'diarrhea', 'headache', 'rash', 'hives', 'blisters on the skin', 'mouth sores', 'itching', 'swelling of the face', 'swelling of the tongue', 'difficulty breathing', 'difficulty swallowing', 'hoarseness', 'confusion', 'speech problems', 'shaky movements', 'hallucinations']",Oseltamivir
Alogliptin,"['headache', 'stuffy nose', 'runny nose', 'sore throat', 'joint pain', 'severe stomach pain that may move to your back', 'vomiting', 'excessive tiredness', 'loss of appetite', 'pain in the right upper area of the stomach', 'dark urine', 'yellowing of the skin', 'yellowing of the eyes', 'fever', 'blisters', 'skin peeling', 'rash', 'hives', 'itching', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'shortness of breath, especially when lying down', 'swelling of the feet', 'swelling of the ankles', 'swelling of the legs', 'sudden weight gain']",Alogliptin
Baricitinib,"['nausea', 'headache', 'acne', 'red bumps around hair follicles', 'pimples around hair follicles', 'hives', 'swelling of face', 'swelling of eyes', 'swelling of the lips ', 'swelling of throat', 'difficulty swallowing', 'difficulty breathing', 'stomach pain', 'fever', 'diarrhea', 'constipation', 'shortness of breath', 'tiredness', 'pale skin']",Baricitinib
Triazolam,"['drowsiness', 'dizziness', 'lightheadedness', 'headache', 'problems with coordination', 'nervousness', 'tingling of the skin', 'nausea', 'vomiting', 'rash', 'hives', 'itching', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'feeling that the throat is closing', 'difficulty breathing', 'difficulty swallowing', 'hoarseness']",Triazolam
Ropinirole,"['nausea', 'vomiting', 'heartburn', 'gas', 'decrease in appetite', 'weakness', 'headache', 'sweating', 'flushing', 'confusion', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hallucinations', 'feeling unusually suspicious of others', 'confusion', 'aggressive behavior', 'unfriendly behavior', 'agitation', 'strange thoughts', 'strange beliefs that have no basis in reality', 'fainting', 'dizziness', 'lightheadedness', 'slow heartbeat', 'fast heartbeat', 'irregular heartbeat', 'rash', 'itching', 'hives', 'swelling of the face', 'swelling of the lips', 'swelling of the mouth', 'swelling of the tongue', 'swelling of the throat', 'shortness of breath', 'difficulty swallowing', 'difficulty breathing']",Ropinirole
Loperamide,"['constipation', 'fatigue', 'rash', 'red skin', 'peeling skin', 'blistering skin', 'hives', 'itching', 'wheezing', 'difficulty breathing', 'fever', 'stomach pain', 'stomach swelling', 'bloody stools']",Loperamide
Guaifenesin,"['headache', 'nausea', 'vomiting']",Guaifenesin
Clomipramine,"['drowsiness', 'dry mouth', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'nervousness', 'decreased sexual ability', 'decreased memory', 'decreased concentration', 'headache', 'stuffy nose', 'change in appetite', 'change in weight', 'uncontrollable shaking of a part of the body', 'seizures', 'fast heartbeat', 'irregular heartbeat', 'pounding heartbeat', 'difficulty urinating', 'loss of bladder control', 'believing things that are not true', 'hallucinations', 'shakiness', 'difficulty breathing', 'fast breathing', 'severe muscle stiffness', 'unusual tiredness', 'unusual weakness', 'sore throat', 'fever', 'signs of infection']",Clomipramine
Milnacipran,"['nausea', 'stomach pain', 'vomiting', 'constipation', 'weight loss', 'dry mouth', 'feeling of extreme facial warmth', 'facial redness', 'headache', 'decreased sex drive in males', 'inability to get an erection', 'inability to keep an erection', 'delayed ejaculation', 'absent ejaculation', 'decreased sex drive in females', 'delayed orgasm', 'unable to have an orgasm', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'irregular heartbeat', 'severe muscle stiffness', 'muscle twitching', 'agitation', 'hallucinations', 'loss of coordination', 'nausea', 'vomiting', 'diarrhea', 'headache', 'unsteadiness', 'problems with thinking', 'problems with concentration', 'memory problems', 'seizures', 'coma', 'fast heartbeat', 'irregular heartbeat', 'greatly increased energy', 'severe trouble sleeping', 'racing thoughts', 'reckless behavior', 'unusually grand ideas', 'excessive happiness', 'irritability', 'talking more than usual', 'talking faster than usual', 'pain in the upper right part of the stomach', 'yellowing of the skin', 'yellowing of the eyes', 'dark colored urine', 'unusual bleeding', 'unusual bruising', 'decreased urination', 'unable to pass urine']",Milnacipran
